"GermplasmId","MG","MG_factor","GermplasmId_name","Chlorosis","Height","Lodging","Maturity","Oil","Protein","SeedQuality","SeedSize","Shattering","YieldBuA"
"K12_1464_MGIV",4,"MGIV","K12_1464",NA,37.3031737276592,3.07710016063773,271.931066536531,17.2542323478094,36.0291076412572,1.16603993835233,12.7502510827961,1.94283913630078,50.7515942885707
"K12_1546_MGIV",4,"MGIV","K12_1546",NA,39.8549522974206,3.0446572652002,281.556066536531,16.5041785920115,36.2811563833188,1.70723174581572,16.4635839918949,3.94283913630078,53.5644120916924
"K12_1575_MGIV",4,"MGIV","K12_1575",NA,31.011312514938,2.42022588206767,278.50862910885,17.3490098108873,35.49151651773,1.15526859098483,14.6994905025532,1.94657991602762,57.7830953550429
"K12_1770_MGIV",4,"MGIV","K12_1770",NA,31.0233471963975,2.10260942215557,275.681066536531,17.4303052810795,35.8325406464327,1.09523804515625,16.6682703980294,1.94283913630078,56.4371180300675
"K12_1781_MGIV",4,"MGIV","K12_1781",NA,32.116226788061,1.980245225227,276.681066536531,17.3766750810479,35.8342571490204,1.15552420697063,16.5539088820916,1.94283913630078,50.6607118656018
"K12_2094_MGIV",4,"MGIV","K12_2094",NA,31.0472788286825,2.21914800368235,277.806066536531,16.5940570365613,35.6976569302485,1.2155336390118,16.8205646766616,1.94283913630078,48.3299835542773
"K12_2236_MGIV",4,"MGIV","K12_2236",NA,31.9533308693039,2.1705507821377,278.931066536531,15.8723027142706,36.1319315747442,1.08804307105298,14.1122204712316,3.94283913630078,52.4799835542773
"K12_2315_MGIV",4,"MGIV","K12_2315",NA,31.5174522974207,2.14465726520019,281.556066536531,17.0918574142232,36.6261729952924,1.33223174581572,18.3760839918949,1.94283913630078,55.2018602649617
"K12_2333_MGIV",4,"MGIV","K12_2333",NA,32.163497159771,2.0229625091595,281.127676727898,16.928182825085,36.2855839177958,1.08280377668915,17.8017579608114,1.94657991602762,57.983322218455
"K12_2344_MGIV",4,"MGIV","K12_2344",NA,33.3506410734721,2.67548288060199,278.431066536531,16.7672419365455,36.9568485148757,1.15164999014579,15.6381512292005,2.94283913630078,54.7451404030169
"K1256_MGIV",4,"MGIV","K1256",NA,29.554439566758,2.04445871520736,282.881676541024,17.5164136926088,37.278527133227,1.78956744200546,18.611392677856,NA,43.4176553403016
"K1257_MGIV",4,"MGIV","K1257",NA,33.9501445227046,3.24042520662572,284.738819398167,16.7823004424902,37.613964017931,1.14259888537502,15.4644517160322,NA,41.3662723648258
"K1258_MGIV",4,"MGIV","K1258",NA,30.6201725120078,2.19538287522778,279.167390826738,17.6360725260211,36.5981525434243,1.38350455526634,17.791666973013,NA,43.4632784341104
"K1259_MGIV",4,"MGIV","K1259",NA,33.0853165346139,2.34023120223797,283.310247969595,17.8557001592438,35.958576969148,1.08861865421162,15.2848414145745,NA,41.6926109173896
"K1260_MGIV",4,"MGIV","K1260",NA,35.6297107036606,2.56598428882981,283.595962255309,17.6262275092201,35.5123643460889,1.21655755758716,14.358290151293,NA,42.6330574925911
"K1261_MGIV",4,"MGIV","K1261",NA,34.2300267381759,2.09635289716653,286.310247969595,17.9013277924665,36.4717513948718,1.2248342825119,17.5206132807715,NA,43.5601570998627
"K1263_MGIV",4,"MGIV","K1263",NA,33.5062028322374,2.54003719785022,281.881676541024,17.5631728092675,35.9262895922073,1.1060669944768,15.1126336884811,NA,41.1760923270963
"K1264_MGIV",4,"MGIV","K1264",NA,35.5467544358102,2.81569328224818,281.453105112452,16.7334136926088,36.756527133227,0.907015782270635,14.9539901024915,NA,40.1725653214369
