"GermplasmId","MG","Chlorosis_Blues_Plus_intercept","GreenStem_Blues_Plus_intercept","Height_Blues_Plus_intercept","Lodging_Blues_Plus_intercept","Maturity_Blues_Plus_intercept","Oil_Blues_Plus_intercept","Protein_Blues_Plus_intercept","SDS_Blues_Plus_intercept","SeedQuality_Blues_Plus_intercept","SeedSize_Blues_Plus_intercept","Shattering_Blues_Plus_intercept","YieldBuA_Blues_Plus_intercept"
"A00_711003_MGII",2,4.13924193523184,1.97746504085451,24.8537346512877,2.25549979975174,259.964676046583,17.4342880071078,37.4048089187957,-13.7790265102461,1.48010437396661,16.7234183945566,2.4752720301902,49.384979251618
"A00_711020_MGI",1,4.23065710935716,2.66497872660745,25.5922391359934,2.558371530318,254.743458049276,16.9547408805159,38.8193382643027,NA,1.47510893485029,16.9394434216089,2.10878538495589,50.0289299718672
"A00_711022_MGII",2,NA,1.97746504085451,25.3560694874327,2.32379532584823,255.342028019121,17.9645137372197,36.8444471057824,NA,1.85681813833105,17.0498215814625,3.28653599762055,47.7699657970022
"A00_711023_MGII",2,NA,2.31079837418784,28.8000565598631,2.68415421511865,258.092028019121,17.2923911688503,37.9448736704863,NA,1.68424797421967,17.2072293966548,3.28653599762055,47.6254262717797
"A00_711024_MGI",1,3.86399044269049,3.41497872660744,27.484784050842,2.48195728459943,256.029905126791,17.8568000452016,36.7287952407724,NA,1.39680907670936,17.8705444398816,2.10878538495589,49.0983454230667
"A00_711025_MGII",2,3.13930156399876,1.97746504085451,31.6125885023836,3.22154669308295,258.052646229551,17.4060067759573,36.548886300788,NA,1.48001548043695,14.4930774688612,3.6087853849559,47.5616066478626
"A00_711036_MGII",2,NA,1.97746504085451,33.3908071735477,3.05142583103747,256.342028019121,16.6758092485164,37.7392601646047,NA,1.51905718191418,14.8604698778961,2.28653599762055,45.4793860473312
"A00_711041_MGII",2,NA,2.64413170752117,30.3039104708278,2.38925209401059,258.842028019121,17.0531411688503,38.3363736704858,NA,1.51610543319182,16.03084061898,2.28653599762055,47.7954831384271
"A00_711042_MGII",2,NA,1.64413170752117,34.7054520352137,3.0117847203079,259.092028019121,16.6833911688503,37.1401236704858,NA,1.51389162165005,14.8053776930884,2.28653599762055,47.6669117098557
"A00_711063_MGII",2,NA,2.31079837418784,29.8830468641859,2.33941522549715,260.092028019121,18.2787230891843,35.9972371763669,NA,1.01462955883064,16.116025989522,3.28653599762055,47.8690337642499
"A00_712003_MGI",1,2.91336819621756,3.71056031337303,28.8275556030107,2.36396716753456,259.650577866267,16.8287726610936,36.9074745635199,NA,2.31429053925426,17.8321954593723,2.28653599762055,45.6822267610388
"A00_712008_MGI",1,3.01336819621756,1.71056031337302,26.9505602053956,2.26748833785858,256.208786761803,17.1826270249442,37.1412727752868,NA,1.69036949242959,16.2185766865148,2.28653599762055,48.6977995246036
